year_bin,anomaly,co2_ppm,co2_radiative_forcing,eccentricity,obliquity,perihelion,insolation,global_insolation,solar_modulation,volcanic_forcing
-20000,-7.381,187.996,-1.753,-0.443,-0.5,-0.385,-0.791,-0.537,-1.426,0.195
-18000,-6.568,191.819,-1.636,-0.415,0.186,-0.058,-0.089,-0.518,-1.426,0.195
-16000,-5.673,191.071,-1.659,-0.396,0.8,0.269,0.703,-0.506,-1.426,0.195
-14000,-4.316,220.674,-0.819,-0.386,1.314,0.596,1.395,-0.499,-1.426,0.195
-12000,-2.413,236.126,-0.424,-0.391,1.636,0.923,1.738,-0.502,-1.426,0.195
-10000,-2.811,246.949,-0.163,-0.408,1.801,1.253,1.748,-0.514,-1.426,0.195
-9950,-2.843,253.73,-0.005,-0.409,1.801,1.261,1.74,-0.514,-1.426,-0.418
-9900,-2.789,253.97,0.0,-0.409,1.801,1.269,1.733,-0.514,-1.426,0.195
-9850,-2.391,257.983,0.092,-0.409,1.801,1.277,1.725,-0.515,-1.426,0.195
-9800,-2.679,257.315,0.076,-0.41,1.801,1.285,1.717,-0.515,-1.426,0.09
-9750,-2.102,254.883,0.021,-0.41,1.801,1.293,1.71,-0.515,-1.426,0.195
-9700,-1.897,256.967,0.069,-0.411,1.801,1.302,1.702,-0.516,-1.426,0.195
-9650,-1.855,263.03,0.204,-0.411,1.801,1.31,1.694,-0.516,-1.426,-0.998
-9600,-1.438,264.82,0.244,-0.412,1.801,1.318,1.687,-0.516,-1.426,-0.094
-9550,-2.277,268.113,0.316,-0.412,1.802,1.326,1.679,-0.517,-1.426,-0.95
-9500,-2.249,269.37,0.343,-0.412,1.802,1.334,1.672,-0.517,-1.426,-2.192
-9450,-2.323,265.827,0.266,-0.413,1.802,1.342,1.664,-0.517,-1.426,0.025
-9400,-2.147,264.81,0.244,-0.413,1.802,1.351,1.656,-0.517,-1.426,-0.35
-9350,-1.692,264.1,0.228,-0.414,1.802,1.359,1.649,-0.518,-1.426,0.112
-9300,-1.352,264.4,0.235,-0.414,1.802,1.367,1.641,-0.518,-1.426,0.096
-9250,-1.686,265.15,0.251,-0.415,1.802,1.375,1.633,-0.518,-1.426,-7.297
-9200,-1.502,264.8,0.244,-0.415,1.802,1.383,1.626,-0.519,-1.426,-0.232
-9150,-1.637,264.8,0.244,-0.415,1.802,1.391,1.618,-0.519,-1.426,-0.645
-9100,-1.504,265.733,0.264,-0.416,1.802,1.4,1.61,-0.519,-1.426,0.165
-9050,-1.668,266.667,0.285,-0.416,1.802,1.408,1.603,-0.519,-1.426,-1.416
-9000,-1.501,267.6,0.305,-0.417,1.802,1.416,1.595,-0.52,-1.426,-0.343
-8950,-1.519,266.35,0.278,-0.417,1.8,1.424,1.583,-0.52,-1.426,0.01
-8900,-1.355,265.1,0.25,-0.418,1.798,1.433,1.572,-0.521,-1.426,0.059
-8850,-1.212,266.0,0.27,-0.419,1.795,1.441,1.56,-0.521,-1.426,-0.779
-8800,-1.229,266.45,0.28,-0.419,1.793,1.449,1.548,-0.521,-1.426,0.096
-8750,-1.09,266.9,0.29,-0.42,1.791,1.457,1.537,-0.522,-1.426,0.145
-8700,-1.131,267.05,0.293,-0.42,1.789,1.466,1.525,-0.522,-1.426,0.035
-8650,-0.988,267.2,0.296,-0.421,1.786,1.474,1.513,-0.523,-1.426,-0.411
-8600,-1.15,267.35,0.299,-0.422,1.784,1.482,1.501,-0.523,-1.426,0.083
-8550,-0.886,267.5,0.303,-0.422,1.782,1.491,1.49,-0.523,-1.426,0.195
-8500,-0.729,266.633,0.284,-0.423,1.779,1.499,1.478,-0.524,-1.426,-1.596
-8450,-0.858,265.767,0.265,-0.424,1.777,1.507,1.466,-0.524,-1.426,-0.937
-8400,-0.789,264.9,0.246,-0.424,1.775,1.515,1.455,-0.525,-1.426,-8.438
-8350,-0.269,265.7,0.263,-0.425,1.773,1.524,1.443,-0.525,-1.426,-0.862
-8300,-0.826,264.55,0.238,-0.425,1.77,1.532,1.431,-0.526,-1.426,-8.352
-8250,-0.418,263.4,0.213,-0.426,1.768,1.54,1.42,-0.526,-1.426,0.188
-8200,-0.347,264.0,0.226,-0.427,1.766,1.548,1.408,-0.526,-1.426,-0.956
-8150,-0.43,264.067,0.227,-0.427,1.763,1.557,1.396,-0.527,-1.426,-2.642
-8100,-0.475,264.133,0.229,-0.428,1.761,1.565,1.384,-0.527,-1.426,-0.743
-8050,-0.467,264.2,0.23,-0.429,1.759,1.573,1.373,-0.528,-1.426,-1.911
-8000,-0.32,264.3,0.233,-0.429,1.757,1.582,1.361,-0.528,-1.426,-0.352
-7950,-0.206,264.4,0.235,-0.43,1.752,1.59,1.346,-0.529,-1.426,-0.987
-7900,-0.276,264.257,0.232,-0.431,1.748,1.598,1.332,-0.529,-1.426,-1.654
-7850,-0.132,264.114,0.228,-0.432,1.743,1.607,1.317,-0.53,-1.426,-3.077
-7800,-0.031,263.971,0.225,-0.433,1.738,1.615,1.302,-0.531,-1.426,-0.982
-7750,-0.238,263.829,0.222,-0.434,1.734,1.623,1.288,-0.532,-1.426,-0.318
-7700,-0.239,263.686,0.219,-0.435,1.729,1.632,1.273,-0.532,-1.426,0.195
-7650,-0.016,263.543,0.216,-0.437,1.725,1.64,1.258,-0.533,-1.426,-0.194
-7600,0.123,263.4,0.213,-0.438,1.72,1.648,1.243,-0.534,-1.426,-0.18
-7550,-0.19,260.75,0.154,-0.439,1.716,1.657,1.229,-0.534,-1.426,-2.289
-7500,-0.071,265.2,0.252,-0.44,1.711,1.665,1.214,-0.535,-1.426,0.195
-7450,-0.113,264.5,0.237,-0.441,1.707,1.673,1.199,-0.536,-1.426,0.193
-7400,0.036,263.8,0.222,-0.442,1.702,1.682,1.185,-0.536,-1.108,-1.083
-7350,-0.309,263.7,0.219,-0.443,1.698,1.69,1.17,-0.537,-0.808,-0.994
-7300,-0.112,263.133,0.207,-0.444,1.693,1.699,1.155,-0.538,-1.22,-0.601
-7250,0.101,262.567,0.194,-0.445,1.688,1.707,1.14,-0.539,-0.583,-0.158
-7200,-0.009,262.0,0.182,-0.446,1.684,1.715,1.126,-0.539,-0.537,-0.587
-7150,-0.101,260.65,0.152,-0.447,1.679,1.724,1.111,-0.54,-0.622,0.195
-7100,-0.2,259.3,0.121,-0.448,1.675,1.732,1.096,-0.541,-0.65,-2.649
-7050,-0.176,260.4,0.146,-0.449,1.67,1.74,1.082,-0.541,-1.401,-1.577
-7000,-0.023,260.65,0.152,-0.45,1.666,1.749,1.067,-0.542,-1.411,-0.732
-6950,-0.265,260.9,0.157,-0.451,1.659,1.577,1.051,-0.543,-0.518,0.102
-6900,-0.179,259.95,0.136,-0.452,1.652,1.405,1.035,-0.543,-0.39,-3.485
-6850,-0.032,259.0,0.114,-0.453,1.646,1.233,1.018,-0.544,0.173,-0.486
-6800,-0.125,260.4,0.146,-0.453,1.639,1.061,1.002,-0.544,-0.114,0.067
-6750,-0.097,261.8,0.177,-0.454,1.633,0.89,0.986,-0.545,0.068,-0.495
-6700,-0.013,261.433,0.169,-0.455,1.626,0.718,0.97,-0.545,-0.03,-2.132
-6650,-0.382,261.067,0.161,-0.456,1.619,0.546,0.954,-0.546,-0.752,-10.326
-6600,0.012,260.7,0.153,-0.457,1.613,0.374,0.938,-0.546,-0.993,-0.006
-6550,0.008,261.0,0.159,-0.457,1.606,0.202,0.922,-0.547,-0.511,-2.937
-6500,0.009,261.3,0.166,-0.458,1.599,0.03,0.905,-0.547,-0.845,-0.084
-6450,-0.078,259.8,0.132,-0.459,1.593,-0.141,0.889,-0.548,-1.462,-1.218
-6400,-0.223,258.3,0.099,-0.46,1.586,-0.313,0.873,-0.548,-1.882,-8.2
-6350,0.068,258.633,0.106,-0.461,1.579,-0.485,0.857,-0.549,-1.499,-0.231
-6300,0.238,258.967,0.114,-0.462,1.573,-0.657,0.841,-0.549,-0.676,-5.814
-6250,-0.558,259.3,0.121,-0.462,1.566,-0.829,0.825,-0.55,-0.63,-2.679
-6200,-0.178,259.45,0.125,-0.463,1.559,-1.001,0.809,-0.551,-1.361,-1.786
-6150,-0.004,259.6,0.128,-0.464,1.553,-1.172,0.793,-0.551,-0.804,-0.233
-6100,0.165,260.2,0.141,-0.465,1.546,-1.344,0.776,-0.552,-0.773,-0.161
-6050,0.192,260.8,0.155,-0.466,1.54,-1.516,0.76,-0.552,-0.994,-0.184
-6000,0.293,259.2,0.119,-0.466,1.533,-1.688,0.744,-0.553,-1.638,-0.457
-5950,0.238,259.45,0.125,-0.468,1.524,-1.68,0.728,-0.554,-1.192,0.195
-5900,0.408,259.7,0.13,-0.469,1.516,-1.671,0.711,-0.554,-1.306,-1.291
-5850,0.164,259.933,0.135,-0.47,1.507,-1.663,0.695,-0.555,-0.797,-0.823
-5800,0.16,260.167,0.141,-0.471,1.499,-1.654,0.678,-0.556,-0.701,-0.395
-5750,0.416,260.4,0.146,-0.473,1.49,-1.646,0.662,-0.557,-0.732,0.054
-5700,-0.011,260.1,0.139,-0.474,1.482,-1.638,0.645,-0.558,-1.354,-0.816
-5650,0.402,259.533,0.126,-0.475,1.473,-1.629,0.629,-0.558,-1.426,0.184
-5600,0.168,258.967,0.114,-0.477,1.465,-1.621,0.612,-0.559,-1.708,-8.522
-5550,0.189,258.4,0.101,-0.478,1.456,-1.613,0.596,-0.56,-1.347,-0.468
-5500,0.403,259.55,0.127,-0.479,1.448,-1.604,0.579,-0.561,-1.488,-0.179
-5450,0.207,260.7,0.153,-0.48,1.439,-1.596,0.563,-0.562,-2.066,-1.355
-5400,0.024,261.467,0.17,-0.482,1.431,-1.588,0.546,-0.563,-1.094,-0.293
-5350,0.123,262.233,0.187,-0.483,1.422,-1.579,0.53,-0.563,-1.473,-0.014
-5300,-0.116,263.0,0.204,-0.484,1.414,-1.571,0.513,-0.564,-1.798,-0.769
-5250,-0.019,262.3,0.188,-0.485,1.405,-1.563,0.497,-0.565,-1.485,0.114
-5200,-0.102,260.733,0.153,-0.487,1.397,-1.554,0.48,-0.566,-1.684,-10.875
-5150,0.063,259.167,0.118,-0.488,1.388,-1.546,0.464,-0.567,-0.957,-0.954
-5100,0.164,257.6,0.083,-0.489,1.38,-1.538,0.447,-0.568,-0.513,0.121
-5050,0.182,257.85,0.089,-0.491,1.371,-1.529,0.431,-0.568,-0.762,-0.049
-5000,0.154,258.1,0.094,-0.492,1.363,-1.521,0.415,-0.569,-1.225,-0.028
-4950,-0.099,262.9,0.202,-0.493,1.353,-1.513,0.399,-0.57,-1.241,-0.661
-4900,-0.177,262.633,0.196,-0.494,1.343,-1.504,0.383,-0.571,-0.859,-0.017
-4850,-0.03,262.367,0.19,-0.495,1.333,-1.496,0.367,-0.571,-0.485,-0.458
-4800,-0.086,262.1,0.184,-0.496,1.322,-1.487,0.351,-0.572,-0.824,0.183
-4750,0.215,259.4,0.123,-0.497,1.312,-1.479,0.336,-0.573,-0.639,-1.713
-4700,0.005,259.967,0.136,-0.498,1.302,-1.47,0.32,-0.573,-1.322,-0.423
-4650,-0.021,260.533,0.149,-0.499,1.292,-1.462,0.304,-0.574,-0.931,-0.001
-4600,0.212,261.1,0.162,-0.5,1.282,-1.453,0.288,-0.575,-0.52,-0.874
-4550,-0.195,261.133,0.162,-0.501,1.272,-1.445,0.273,-0.575,-0.927,-4.322
-4500,-0.102,261.167,0.163,-0.502,1.262,-1.436,0.257,-0.576,-0.555,-1.167
-4450,0.022,261.2,0.164,-0.503,1.252,-1.428,0.241,-0.577,-1.166,-0.027
-4400,0.191,262.7,0.197,-0.504,1.241,-1.419,0.225,-0.577,-1.021,-1.266
-4350,-0.068,263.2,0.208,-0.505,1.231,-1.411,0.209,-0.578,-1.58,-2.035
-4300,0.127,263.775,0.221,-0.506,1.221,-1.402,0.194,-0.579,-1.585,0.172
-4250,-0.087,264.35,0.234,-0.507,1.211,-1.394,0.178,-0.579,-1.233,0.017
-4200,0.053,264.925,0.246,-0.509,1.201,-1.385,0.162,-0.58,-1.092,-0.506
-4150,0.144,265.5,0.259,-0.51,1.191,-1.377,0.146,-0.581,-0.987,-0.138
-4100,0.149,266.1,0.272,-0.511,1.181,-1.368,0.131,-0.581,-0.106,0.166
-4050,-0.03,266.7,0.285,-0.512,1.17,-1.36,0.115,-0.582,-0.666,-0.415
-4000,-0.043,260.7,0.153,-0.513,1.16,-1.351,0.099,-0.583,-0.606,-0.167
-3950,-0.346,263.1,0.206,-0.514,1.149,-1.343,0.086,-0.584,-1.529,-6.363
-3900,0.091,265.5,0.259,-0.516,1.137,-1.335,0.072,-0.585,-0.895,-2.002
-3850,-0.023,265.7,0.263,-0.517,1.126,-1.326,0.059,-0.586,0.212,-2.379
-3800,0.08,265.9,0.268,-0.519,1.114,-1.318,0.045,-0.587,-0.499,-0.305
-3750,-0.014,266.467,0.28,-0.521,1.103,-1.31,0.032,-0.588,-0.715,0.099
-3700,-0.087,267.033,0.293,-0.522,1.092,-1.301,0.018,-0.588,-0.588,-0.122
-3650,0.107,267.6,0.305,-0.524,1.08,-1.293,0.005,-0.589,-1.97,-0.635
-3600,-0.286,265.2,0.252,-0.525,1.069,-1.284,-0.009,-0.59,-1.159,-0.065
-3550,-0.105,265.225,0.253,-0.527,1.057,-1.276,-0.022,-0.591,-0.276,0.184
-3500,-0.024,265.25,0.253,-0.528,1.046,-1.268,-0.036,-0.592,-1.602,-1.546
-3450,-0.077,265.275,0.254,-0.53,1.034,-1.259,-0.049,-0.593,-0.12,-1.897
-3400,0.081,265.3,0.255,-0.532,1.023,-1.251,-0.063,-0.594,0.045,0.195
-3350,-0.015,267.6,0.305,-0.533,1.011,-1.243,-0.076,-0.595,-1.815,0.195
-3300,-0.052,268.7,0.329,-0.535,1.0,-1.234,-0.09,-0.596,-1.492,0.141
-3250,-0.01,269.8,0.353,-0.536,0.988,-1.226,-0.103,-0.597,-0.357,0.195
-3200,0.032,269.2,0.34,-0.538,0.977,-1.217,-0.117,-0.598,0.344,-0.15
-3150,-0.01,268.6,0.327,-0.539,0.965,-1.209,-0.13,-0.599,0.32,-1.294
-3100,-0.024,268.95,0.334,-0.541,0.954,-1.201,-0.144,-0.6,-0.488,-0.293
-3050,-0.113,269.3,0.342,-0.543,0.943,-1.192,-0.157,-0.601,0.017,0.184
-3000,-0.048,270.0,0.357,-0.544,0.931,-1.184,-0.171,-0.602,-0.285,0.178
-2950,0.051,270.7,0.372,-0.546,0.919,-1.175,-0.182,-0.603,-0.117,0.146
-2900,0.064,270.967,0.378,-0.547,0.906,-1.167,-0.192,-0.604,-1.457,-1.153
-2850,0.124,271.233,0.383,-0.549,0.894,-1.158,-0.203,-0.605,-1.617,-0.267
-2800,-0.129,271.5,0.389,-0.55,0.881,-1.15,-0.214,-0.606,-0.041,0.183
-2750,0.125,270.65,0.371,-0.552,0.869,-1.141,-0.225,-0.607,-0.262,-0.346
-2700,0.132,269.8,0.353,-0.553,0.856,-1.133,-0.236,-0.608,-0.239,0.066
-2650,-0.045,269.1,0.337,-0.555,0.844,-1.124,-0.247,-0.609,-0.123,0.177
-2600,0.077,270.1,0.359,-0.556,0.831,-1.116,-0.258,-0.61,-0.37,-0.212
-2550,0.069,271.1,0.381,-0.558,0.819,-1.107,-0.268,-0.611,-0.55,-0.796
-2500,-0.184,271.233,0.383,-0.559,0.806,-1.099,-0.279,-0.612,-0.474,0.195
-2450,-0.324,271.367,0.386,-0.561,0.794,-1.09,-0.29,-0.613,-0.997,-0.071
-2400,-0.035,271.5,0.389,-0.562,0.781,-1.082,-0.301,-0.613,-0.354,0.195
-2350,-0.017,272.8,0.417,-0.564,0.769,-1.073,-0.312,-0.614,-0.113,-0.055
-2300,0.095,272.2,0.404,-0.565,0.756,-1.065,-0.323,-0.615,-0.334,0.195
-2250,-0.032,271.6,0.391,-0.567,0.744,-1.056,-0.334,-0.616,-0.065,-1.166
-2200,-0.12,271.65,0.392,-0.568,0.731,-1.048,-0.344,-0.617,-0.438,0.166
-2150,0.056,271.7,0.394,-0.57,0.719,-1.039,-0.355,-0.618,-0.325,0.068
-2100,-0.261,272.767,0.416,-0.571,0.706,-1.031,-0.366,-0.619,-0.092,-0.105
-2050,-0.275,273.833,0.439,-0.573,0.694,-1.022,-0.377,-0.62,-0.071,0.195
-2000,-0.015,274.9,0.462,-0.574,0.682,-1.014,-0.388,-0.621,0.145,-0.059
-1950,-0.206,275.15,0.467,-0.576,0.668,-1.005,-0.395,-0.622,-0.325,-0.405
-1900,-0.026,275.4,0.472,-0.577,0.655,-0.997,-0.403,-0.623,-0.206,-0.099
-1850,-0.103,271.5,0.389,-0.579,0.642,-0.988,-0.411,-0.624,-0.255,-0.075
-1800,-0.106,272.25,0.405,-0.58,0.629,-0.98,-0.418,-0.624,0.012,-0.268
-1750,-0.21,273.0,0.421,-0.581,0.616,-0.971,-0.426,-0.625,-0.176,0.195
-1700,-0.08,273.4,0.43,-0.583,0.602,-0.963,-0.434,-0.626,-0.151,0.195
-1650,-0.329,274.2,0.447,-0.584,0.589,-0.954,-0.441,-0.627,-0.594,-2.528
-1600,-0.245,275.0,0.464,-0.586,0.576,-0.946,-0.449,-0.628,-0.608,-2.042
-1550,-0.336,274.5,0.453,-0.587,0.563,-0.937,-0.457,-0.629,-0.06,-0.367
-1500,-0.209,274.0,0.443,-0.589,0.55,-0.929,-0.464,-0.63,-0.785,0.195
-1450,-0.216,273.7,0.436,-0.59,0.537,-0.92,-0.472,-0.63,-0.899,0.049
-1400,-0.29,273.4,0.43,-0.592,0.523,-0.911,-0.48,-0.631,-1.385,-2.042
-1350,-0.076,273.1,0.423,-0.593,0.51,-0.903,-0.487,-0.632,-0.811,0.195
-1300,-0.217,276.3,0.491,-0.594,0.497,-0.894,-0.495,-0.633,-0.357,-0.107
-1250,-0.258,275.875,0.482,-0.596,0.484,-0.886,-0.503,-0.634,-0.58,-0.265
-1200,-0.16,275.45,0.473,-0.597,0.471,-0.877,-0.51,-0.635,-0.662,0.113
-1150,-0.227,275.025,0.464,-0.599,0.458,-0.869,-0.518,-0.636,-0.237,-1.331
-1100,-0.285,274.6,0.455,-0.6,0.444,-0.86,-0.526,-0.637,-0.534,-0.114
-1050,-0.166,275.45,0.473,-0.602,0.431,-0.852,-0.533,-0.637,-0.45,-1.473
-1000,-0.045,276.3,0.491,-0.603,0.418,-0.843,-0.541,-0.638,-0.92,0.19
-950,-0.111,274.7,0.458,-0.605,0.404,-0.835,-0.545,-0.64,-0.348,-0.057
-900,-0.211,275.0,0.464,-0.607,0.391,-0.826,-0.549,-0.641,-0.657,0.107
-850,-0.262,275.3,0.47,-0.609,0.377,-0.817,-0.553,-0.642,0.056,-0.2
-800,-0.254,277.1,0.508,-0.611,0.364,-0.809,-0.557,-0.643,-1.77,0.016
-750,-0.361,278.9,0.546,-0.613,0.35,-0.8,-0.561,-0.644,-2.073,0.029
-700,-0.357,273.9,0.441,-0.615,0.337,-0.792,-0.565,-0.645,-0.736,-0.722
-650,-0.167,275.9,0.483,-0.617,0.323,-0.783,-0.569,-0.647,-0.506,-0.776
-600,-0.259,277.9,0.525,-0.619,0.31,-0.775,-0.573,-0.648,0.131,-0.807
-550,-0.135,277.8,0.523,-0.621,0.296,-0.766,-0.577,-0.649,-0.569,-1.081
-500,-0.324,277.7,0.521,-0.623,0.283,-0.758,-0.581,-0.65,-0.185,-0.287
-450,-0.424,277.6,0.519,-0.625,0.269,-0.749,-0.585,-0.651,0.472,0.136
-400,-0.365,277.3,0.512,-0.627,0.256,-0.741,-0.589,-0.652,-0.718,-0.832
-350,-0.186,277.0,0.506,-0.629,0.242,-0.732,-0.593,-0.654,-1.796,-0.258
-300,-0.069,276.7,0.5,-0.631,0.229,-0.723,-0.597,-0.655,-0.613,0.041
-250,-0.147,276.767,0.501,-0.633,0.215,-0.715,-0.601,-0.656,0.147,-0.312
-200,-0.226,276.833,0.503,-0.635,0.202,-0.706,-0.605,-0.657,-0.24,-0.06
-150,-0.326,276.9,0.504,-0.637,0.188,-0.698,-0.609,-0.658,-0.453,-1.148
-100,-0.351,277.45,0.516,-0.639,0.175,-0.689,-0.613,-0.659,-0.174,0.136
-50,-0.453,278.0,0.527,-0.641,0.161,-0.681,-0.617,-0.661,-0.06,-2.641
0,-0.283,276.7,0.5,-0.643,0.147,-0.672,-0.621,-0.662,-0.237,0.19
50,-0.281,277.65,0.52,-0.645,0.134,-0.663,-0.621,-0.663,-0.757,0.193
100,-0.415,277.5,0.517,-0.646,0.12,-0.655,-0.622,-0.664,-1.066,-0.655
150,-0.375,277.91,0.525,-0.648,0.107,-0.646,-0.623,-0.665,-0.756,-0.409
200,-0.546,278.755,0.543,-0.65,0.093,-0.637,-0.624,-0.666,-0.202,0.189
250,-0.582,279.6,0.561,-0.652,0.08,-0.629,-0.625,-0.667,-0.957,-0.316
300,-0.368,281.3,0.596,-0.654,0.066,-0.62,-0.626,-0.668,-0.369,0.192
350,-0.259,277.8,0.523,-0.656,0.053,-0.611,-0.626,-0.669,-0.201,0.146
400,-0.387,278.19,0.531,-0.657,0.039,-0.603,-0.627,-0.67,-0.629,0.091
450,-0.444,280.0,0.569,-0.659,0.026,-0.594,-0.628,-0.671,-1.168,-0.157
500,-0.411,276.95,0.505,-0.661,0.012,-0.585,-0.629,-0.672,-0.343,0.137
550,-0.685,277.51,0.517,-0.663,-0.001,-0.577,-0.63,-0.673,-0.613,0.195
600,-0.511,277.035,0.507,-0.665,-0.015,-0.568,-0.631,-0.674,-1.136,0.195
650,-0.25,279.02,0.548,-0.667,-0.028,-0.559,-0.631,-0.675,-1.533,-1.11
700,-0.507,277.1,0.508,-0.668,-0.042,-0.551,-0.632,-0.677,-1.876,-0.576
750,-0.32,279.64,0.561,-0.67,-0.055,-0.542,-0.633,-0.678,-0.594,0.165
800,-0.475,279.17,0.552,-0.672,-0.069,-0.533,-0.634,-0.679,-1.013,-0.101
850,-0.436,279.468,0.558,-0.674,-0.082,-0.525,-0.635,-0.68,-0.639,0.064
900,-0.369,279.765,0.564,-0.676,-0.096,-0.516,-0.635,-0.681,-1.017,-0.384
950,-0.366,277.41,0.515,-0.678,-0.109,-0.507,-0.636,-0.682,-0.397,-0.924
1000,-0.326,279.533,0.559,-0.679,-0.123,-0.499,-0.637,-0.683,-1.103,0.186
1050,-0.287,281.577,0.602,-0.68,-0.125,-0.498,-0.637,-0.683,-1.731,-0.092
1100,-0.358,282.965,0.63,-0.68,-0.126,-0.497,-0.637,-0.683,-0.718,-0.715
1150,-0.537,284.24,0.657,-0.68,-0.128,-0.496,-0.636,-0.683,-0.255,-0.523
1200,-0.557,284.115,0.654,-0.68,-0.129,-0.495,-0.636,-0.683,-0.771,-1.91
1250,-0.561,282.305,0.617,-0.681,-0.131,-0.494,-0.636,-0.683,-1.177,-5.19
1300,-0.47,280.005,0.569,-0.681,-0.132,-0.493,-0.636,-0.684,-2.052,-0.06
1350,-0.501,281.215,0.594,-0.681,-0.134,-0.492,-0.636,-0.684,-0.941,-0.982
1400,-0.317,280.305,0.575,-0.681,-0.136,-0.491,-0.635,-0.684,-1.078,0.041
1450,-0.476,280.757,0.585,-0.681,-0.137,-0.49,-0.635,-0.684,-2.463,-0.785
1500,-0.367,283.12,0.634,-0.682,-0.139,-0.489,-0.635,-0.684,-1.945,-0.379
1550,-0.363,282.97,0.63,-0.682,-0.14,-0.487,-0.635,-0.684,-1.566,0.082
1600,-0.636,276.662,0.499,-0.682,-0.142,-0.486,-0.634,-0.684,-0.703,-0.817
1650,-0.585,276.163,0.488,-0.682,-0.143,-0.485,-0.634,-0.684,-1.812,-0.908
1700,-0.535,277.124,0.509,-0.683,-0.145,-0.484,-0.634,-0.685,-2.414,-0.295
1750,-0.551,277.325,0.513,-0.683,-0.147,-0.483,-0.634,-0.685,-0.513,-0.74
1800,-0.603,280.778,0.585,-0.683,-0.148,-0.482,-0.634,-0.685,-0.972,-2.387
1850,-0.363,284.125,0.654,-0.683,-0.15,-0.481,-0.633,-0.685,-0.655,-3.046
1851,-0.222,287.13,0.715,-0.683,-0.151,-0.48,-0.633,-0.685,-0.638,0.195
1852,-0.255,287.437,0.722,-0.684,-0.153,-0.479,-0.633,-0.685,-0.621,0.195
1853,-0.226,287.743,0.728,-0.684,-0.155,-0.478,-0.633,-0.685,-0.604,0.195
1854,-0.274,288.05,0.734,-0.684,-0.156,-0.477,-0.632,-0.685,-0.587,0.195
1855,-0.227,285.57,0.684,-0.684,-0.158,-0.476,-0.632,-0.686,-0.57,0.195
1856,-0.333,284.365,0.659,-0.685,-0.159,-0.475,-0.632,-0.686,-0.553,0.195
1857,-0.39,283.16,0.634,-0.685,-0.161,-0.474,-0.632,-0.686,-0.536,-3.409
1858,-0.301,284.895,0.67,-0.685,-0.162,-0.473,-0.632,-0.686,-0.519,-1.131
1859,-0.188,286.63,0.705,-0.685,-0.164,-0.472,-0.631,-0.686,-0.502,-0.292
1860,-0.332,286.81,0.709,-0.685,-0.166,-0.471,-0.631,-0.686,-0.485,0.016
1861,-0.346,286.99,0.713,-0.686,-0.167,-0.47,-0.631,-0.686,-0.468,0.195
1862,-0.461,287.17,0.716,-0.686,-0.169,-0.469,-0.631,-0.686,-0.451,0.195
1863,-0.229,285.35,0.679,-0.686,-0.17,-0.468,-0.63,-0.687,-0.434,0.195
1864,-0.279,286.65,0.706,-0.686,-0.172,-0.467,-0.63,-0.687,-0.418,0.195
1865,-0.211,286.117,0.695,-0.687,-0.173,-0.466,-0.63,-0.687,-0.401,0.195
1866,-0.211,285.583,0.684,-0.687,-0.175,-0.465,-0.63,-0.687,-0.384,0.195
1867,-0.172,285.05,0.673,-0.687,-0.177,-0.464,-0.63,-0.687,-0.367,0.195
1868,-0.242,288.765,0.749,-0.687,-0.178,-0.463,-0.629,-0.687,-0.412,0.195
1869,-0.173,287.962,0.732,-0.687,-0.18,-0.462,-0.629,-0.687,-0.458,0.195
1870,-0.276,287.16,0.716,-0.688,-0.181,-0.461,-0.629,-0.687,-0.504,0.195
1871,-0.279,286.993,0.713,-0.688,-0.183,-0.46,-0.629,-0.688,-0.549,0.195
1872,-0.244,286.827,0.709,-0.688,-0.185,-0.459,-0.629,-0.688,-0.595,0.195
1873,-0.214,286.66,0.706,-0.688,-0.186,-0.458,-0.628,-0.688,-0.64,0.195
1874,-0.238,291.56,0.805,-0.688,-0.188,-0.457,-0.628,-0.688,-0.686,0.195
1875,-0.27,290.817,0.79,-0.689,-0.189,-0.456,-0.628,-0.688,-0.732,0.195
1876,-0.313,290.073,0.775,-0.689,-0.191,-0.455,-0.628,-0.688,-0.777,0.195
1877,-0.019,289.33,0.76,-0.689,-0.192,-0.454,-0.627,-0.688,-0.823,0.195
1878,0.053,288.81,0.749,-0.689,-0.194,-0.453,-0.627,-0.688,-0.869,0.195
1879,-0.182,288.29,0.739,-0.69,-0.196,-0.452,-0.627,-0.689,-0.914,0.195
1880,-0.295,287.77,0.728,-0.69,-0.197,-0.451,-0.627,-0.689,-0.96,0.195
1881,-0.17,289.333,0.76,-0.69,-0.199,-0.45,-0.627,-0.689,-1.006,0.195
1882,-0.279,290.897,0.791,-0.69,-0.2,-0.448,-0.626,-0.689,-1.051,0.195
1883,-0.194,292.46,0.823,-0.69,-0.202,-0.447,-0.626,-0.689,-1.097,0.195
1884,-0.438,289.495,0.763,-0.691,-0.203,-0.446,-0.626,-0.689,-1.143,0.195
1885,-0.408,288.808,0.749,-0.691,-0.205,-0.445,-0.626,-0.689,-1.188,-10.038
1886,-0.469,288.12,0.736,-0.691,-0.207,-0.444,-0.625,-0.689,-1.234,-3.569
1887,-0.484,294.34,0.86,-0.691,-0.208,-0.443,-0.625,-0.69,-1.279,-1.189
1888,-0.313,293.34,0.84,-0.692,-0.21,-0.442,-0.625,-0.69,-1.325,-0.314
