term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),-10.492747339258383,0.39723439749429246,-26.414498355241616,1.0181871057051427e-86,-11.273902663081923,-9.711592015434842
co2_radiative_forcing,10.04112930243651,0.5455363973585676,18.405975020282142,5.485410033544352e-54,8.968340380268,11.113918224605019
eccentricity,7.386923936949594,1.442868564160464,5.1196097277562425,4.964316241774108e-7,4.549545130931749,10.224302742967438
obliquity,0.9261564575675538,0.39444664479515473,2.347989188876301,0.019408256875761937,0.15048320648537583,1.7018297086497318
perihelion,0.08648062162411553,0.42189291137999385,0.204982400252332,0.8377001374200511,-0.7431652899251995,0.9161265331734305
insolation,0.3680728849598797,0.6820926874790451,0.539622974584649,0.5897861068200351,-0.9732518782689086,1.7093976481886681
global_insolation,-4.452943877104666,1.372115479959497,-3.2453127613108124,0.0012816383824509488,-7.151187832895159,-1.754699921314172
